name;title;male;culture;mother;father;heir;house;spouse;book1;book2;book3;book4;book5;isAliveMother;isAliveFather;isAliveHeir;isAliveSpouse;isMarried;isNoble;numDeadRelations;isPopular;popularity;Dívida;Capacidade de pagamento anual;
Dornish Dilly;;0;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 65.708,00 ; R$ 76.195,00 ;
Hotho Harlaw;Tower of Glimmering;1;Ironborn;;;;House Harlaw of the Tower of Glimmering;;0;0;0;1;1;;;;;0;1;0;0;0.0769230769230769; R$ 5.587,00 ; R$ 71.398,00 ;
Guncer Sunglass;Sweetport Sound;1;;;;;House Sunglass;;0;1;1;0;0;;;;;0;1;0;0;0.040133779264214; R$ 64.539,00 ; R$ 31.594,00 ;
Talea;;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.020066889632107; R$ 59.640,00 ; R$ 72.791,00 ;
Rolland Uffering;Ser;1;;;;;House Uffering;Rohanne Webber;0;0;0;0;0;;;;0;1;1;0;0;0.0234113712374581; R$ 21.381,00 ; R$ 46.824,00 ;
Ronald Connington;Knight of Griffin's Roost;1;;;;;House Connington;;0;0;0;0;1;;;;;0;1;0;0;0.0334448160535117; R$ 89.298,00 ; R$ 55.706,00 ;
Beth Cassel;;0;Northmen;;;;House Cassel;;1;1;1;1;1;;;;;0;0;0;0;0.0702341137123745; R$ 41.119,00 ; R$ 47.040,00 ;
Elder Brother;Ser;1;;;;;Faith of the Seven;;0;0;0;1;0;;;;;0;1;0;0;0.0769230769230769; R$ 95.638,00 ; R$ 51.822,00 ;
Zia Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0468227424749163; R$ 21.676,00 ; R$ 34.639,00 ;
Urrathon;;0;Qartheen;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 59.519,00 ; R$ 63.144,00 ;
Hairy Hal;;0;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0334448160535117; R$ 47.188,00 ; R$ 50.016,00 ;
Ashara Dayne;;0;;;;;House Dayne;;1;1;1;0;1;;;;;0;0;0;0;0.0936454849498327; R$ 28.394,00 ; R$ 44.726,00 ;
Falia Flowers;;0;;;;;House Hewett;;0;0;0;1;1;;;;;0;0;0;0;0.0267558528428093; R$ 98.745,00 ; R$ 78.300,00 ;
Ogo;Khal;1;Dothraki;;;;;;1;0;0;0;0;;;;;0;0;0;0;0.0367892976588628; R$ 18.784,00 ; R$ 59.288,00 ;
Melwys Rivers;Maester;0;;;;;;;0;1;1;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 62.529,00 ; R$ 76.535,00 ;
Coldhands;;1;;;;;Three-eyed crow;;0;0;1;1;1;;;;;0;0;0;0;0.130434782608695; R$ 87.184,00 ; R$ 66.421,00 ;
Myles (squire);;1;;;;;House Tully;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 14.120,00 ; R$ 77.356,00 ;
Rafford;;1;;;;;House Clegane;;0;1;1;1;1;;;;;0;0;0;0;0.0969899665551839; R$ 2.582,00 ; R$ 44.136,00 ;
Gulian Swann;Stonehelm;1;;;;;House Swann;;0;1;1;0;0;;;;;0;1;0;0;0.0334448160535117; R$ 85.266,00 ; R$ 34.529,00 ;
Harys Swyft;Knight;1;;;;;House Swyft;;1;1;1;1;1;;;;;0;1;1;1;0.451505016722408; R$ 1.175,00 ; R$ 57.989,00 ;
Ulf the Ill;;0;Ironborn;;;;House Greyjoy;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 44.636,00 ; R$ 28.749,00 ;
Bandy;;0;Northmen;;;;House Stark;;0;1;0;1;0;;;;;0;0;0;0;0.020066889632107; R$ 82.427,00 ; R$ 31.824,00 ;
Matthar;;1;;;;;Night's Watch;;1;1;1;1;1;;;;;0;0;0;0;0.0234113712374581; R$ 77.254,00 ; R$ 24.043,00 ;
Torwynd;;1;Free Folk;;;;;;0;0;1;1;1;;;;;0;0;0;0;0.0267558528428093; R$ 72.977,00 ; R$ 60.049,00 ;
Cregan Stark;Winterfell;1;Northmen;;;;House Stark;Arra Norrey;1;1;0;0;0;;;;1;1;1;0;1;0.484949832775919; R$ 8.812,00 ; R$ 36.905,00 ;
Harrag Sharp;;0;Ironborn;;;;House Sharp;;0;1;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 11.035,00 ; R$ 41.737,00 ;
Kyle (brotherhood);;0;;;;;Brotherhood without banners;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 99.021,00 ; R$ 77.403,00 ;
Quincy Cox;Serthe Knight of Saltpans;1;;;;;House Cox;;0;0;0;1;0;;;;;0;1;0;0;0.0334448160535117; R$ 95.037,00 ; R$ 75.181,00 ;
Robin;;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 77.032,00 ; R$ 75.805,00 ;
Harwood Stout;Goldgrass;1;Northmen;;;;House Stout;;0;0;0;1;1;;;;;0;1;0;0;0.0535117056856187; R$ 83.486,00 ; R$ 31.327,00 ;
Toefinger;;1;Free Folk;;;;;;0;0;1;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 46.983,00 ; R$ 71.951,00 ;
Dick Follard;;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.0301003344481605; R$ 96.546,00 ; R$ 27.128,00 ;
Zharaq zo Loraq;;1;Ghiscari;;;;House of Loraq;;0;0;0;0;1;;;;;0;0;0;0;0.0100334448160535; R$ 5.081,00 ; R$ 43.445,00 ;
Wex Pyke;;1;Ironborn;;;;House Botley;;0;1;1;1;1;;;;;0;0;0;0;0.113712374581939; R$ 35.143,00 ; R$ 61.350,00 ;
Garrett Paege;;1;;;;;House Paege;;0;0;0;1;1;;;;;0;0;0;0;0.0133779264214046; R$ 22.151,00 ; R$ 39.117,00 ;
Tarle;;1;Ironborn;;;;Drowned men;;0;0;0;1;0;;;;;0;0;0;0;0.0267558528428093; R$ 54.114,00 ; R$ 53.494,00 ;
Drogo;Khal;0;Dothraki;;;;;Daenerys Targaryen;1;1;1;0;1;;;;1;1;0;5;1;0.558528428093645; R$ 37.210,00 ; R$ 28.053,00 ;
Leona Woolfield;;0;;;;;House Woolfield;Wylis Manderly;0;0;0;1;1;;;;1;1;0;0;0;0.0468227424749163; R$ 35.195,00 ; R$ 31.108,00 ;
Donnis;;0;Northmen;;;;House Stark;;1;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 81.211,00 ; R$ 68.140,00 ;
Mudge (miller);;1;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 69.154,00 ; R$ 70.187,00 ;
Cetheres;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 52.810,00 ; R$ 77.043,00 ;
Steffon Baratheon;Storm's End;1;;;;;House Baratheon;Cassana Estermont;0;1;1;0;1;;;;0;1;1;2;1;0.371237458193979; R$ 10.050,00 ; R$ 64.502,00 ;
Aegon Frey (son of Aenys);;1;;;;;House Frey;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 75.966,00 ; R$ 56.309,00 ;
Dontos Hollard;Ser;1;;;;;House Hollard;;1;1;1;1;0;;;;;0;1;0;0;0.23076923076923; R$ 86.924,00 ; R$ 52.930,00 ;
Daven Lannister;Ser;1;Westerman;;;;House Lannister;;1;1;1;1;1;;;;;0;1;0;0;0.207357859531772; R$ 56.555,00 ; R$ 64.134,00 ;
Lord Commander Hoare;Lord Commander of the Night's Watch;1;;;;;House Hoare;;1;0;0;0;0;;;;;0;1;0;0;0.060200668896321; R$ 70.214,00 ; R$ 28.432,00 ;
Aenys I Targaryen;;1;;Rhaenys Targaryen;Aegon I Targaryen;Aegon Targaryen;;;0;0;0;0;0;0;0;1;;0;0;5;1;0.57190635451505; R$ 79.989,00 ; R$ 43.828,00 ;
Richard Horpe;Ser;1;;;;;House Horpe;;0;0;0;1;1;;;;;0;1;0;0;0.0635451505016722; R$ 78.977,00 ; R$ 30.806,00 ;
Owen (brother of Meribald);;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 41.540,00 ; R$ 63.828,00 ;
Elaena Targaryen;Princess;0;Valyrian;;;;House Targaryen;Ossifer Plumm;0;0;0;0;0;;;;0;1;1;7;0;0.137123745819397; R$ 24.031,00 ; R$ 39.150,00 ;
Falena Stokeworth;Harrenhal;1;;;;;House Stokeworth;Lucas Lothston;0;0;0;0;0;;;;1;1;1;0;0;0.0234113712374581; R$ 5.979,00 ; R$ 43.334,00 ;
Azzak;Cupbearer;0;Ghiscari;;;;House of Ghazeen;;0;0;0;0;1;;;;;0;1;0;0;0.0167224080267558; R$ 48.906,00 ; R$ 60.811,00 ;
Emberlei Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0802675585284281; R$ 47.296,00 ; R$ 52.486,00 ;
Rat Cook;;1;;;;;Night's Watch;;0;0;1;0;1;;;;;0;0;0;0;0.0568561872909698; R$ 18.967,00 ; R$ 78.525,00 ;
Melara Crane;;0;;;;;House Crane;Alester Florent;0;1;1;1;0;;;;0;1;0;0;0;0.0668896321070234; R$ 78.266,00 ; R$ 78.163,00 ;
Preston Greenfield;Ser;1;Westermen;;;;House Greenfield;;1;1;1;1;0;;;;;0;1;0;0;0.0936454849498327; R$ 97.816,00 ; R$ 76.405,00 ;
Gareth Clifton;Ser;1;;;;;House Clifton;Jeyne Farman;0;0;0;1;0;;;;1;1;1;0;0;0.0133779264214046; R$ 77.201,00 ; R$ 24.623,00 ;
Walton Stark;King in the North;1;;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 5.555,00 ; R$ 56.317,00 ;
Edrick Stark;King in the North;1;Northmen;;;;House Stark;;0;1;0;0;1;;;;;0;1;0;0;0.0267558528428093; R$ 79.903,00 ; R$ 63.986,00 ;
Jon Penrose;Ser;1;;;;;House Penrose;;0;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 40.393,00 ; R$ 52.434,00 ;
Garizon;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 73.576,00 ; R$ 78.366,00 ;
Gage;;0;;;;;House Stark;;1;1;1;0;0;;;;;0;0;0;0;0.0334448160535117; R$ 22.504,00 ; R$ 31.230,00 ;
Mikken;;1;Northmen;;;;House Stark;;1;1;1;1;1;;;;;0;0;0;0;0.0969899665551839; R$ 8.056,00 ; R$ 32.015,00 ;
Will (Treb);;1;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 8.594,00 ; R$ 29.379,00 ;
Ramsay Snow;Lord of the Hornwood;1;Northmen;;;;House Bolton of the Dreadfort;Donella Hornwood;0;1;1;1;1;;;;0;1;1;1;1;0.461538461538461; R$ 63.365,00 ; R$ 25.214,00 ;
Criston Cole;Ser;1;Stormlands;;;;House Cole;;0;0;0;1;0;;;;;0;1;0;1;0.505016722408026; R$ 77.168,00 ; R$ 49.739,00 ;
Halys Hornwood;Hornwood;1;Northmen;;;;House Hornwood;Donella Manderly;1;1;0;1;0;;;;1;1;1;0;0;0.107023411371237; R$ 96.155,00 ; R$ 38.552,00 ;
Gormon Tyrell;Maester;1;;;;;Citadel;;1;1;1;1;1;;;;;0;1;0;0;0.153846153846153; R$ 7.006,00 ; R$ 48.807,00 ;
Tremond Gargalen;Salt Shore;0;Dornish;;;;House Gargalen;;0;0;1;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 20.508,00 ; R$ 49.797,00 ;
Olene Tyrell;;0;;;;;House Tyrell;Leo Blackbar;0;0;1;1;0;;;;1;1;0;0;0;0.127090301003344; R$ 46.207,00 ; R$ 57.830,00 ;
Brandon Stark (Bad);King in the North;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 26.150,00 ; R$ 70.496,00 ;
Shyra Errol;Haystack Hall;0;;;;;House Errol;;0;1;0;0;0;;;;;0;1;0;0;0.0133779264214046; R$ 55.903,00 ; R$ 63.123,00 ;
Walgrave;Archmaester;1;;;;;Maesters;;0;0;0;1;0;;;;;0;1;0;0;0.0434782608695652; R$ 19.644,00 ; R$ 39.606,00 ;
Temmo;Khal;1;Dothraki;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.020066889632107; R$ 38.152,00 ; R$ 62.214,00 ;
Orbelo;;1;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 8.286,00 ; R$ 35.190,00 ;
Fralegg;;1;Ironborn;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 17.942,00 ; R$ 59.400,00 ;
Dale Drumm;;0;;;;;House Drumm;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 29.403,00 ; R$ 59.920,00 ;
Daeryssa;Princess;0;;;;;;;1;0;0;0;0;;;;;0;1;0;0;0.00668896321070234; R$ 15.891,00 ; R$ 73.476,00 ;
Dareon;;1;;;;;Night's Watch;;1;1;1;1;1;;;;;0;0;0;0;0.167224080267558; R$ 80.584,00 ; R$ 78.288,00 ;
Yellow Dick;;1;Westeros;;;;House Bolton;;0;0;0;0;1;;;;;0;0;0;0;0.0434782608695652; R$ 77.756,00 ; R$ 44.995,00 ;
Desmond Redwyne;Ser;1;;;;;House Redwyne;Denyse Hightower;0;0;0;1;0;;;;1;1;1;0;0;0.0769230769230769; R$ 75.598,00 ; R$ 64.416,00 ;
Addam Marbrand;Ser;1;;;;;House Marbrand;;1;1;1;1;1;;;;;0;1;0;0;0.130434782608695; R$ 40.962,00 ; R$ 32.232,00 ;
Alester Oakheart;;1;;;;;House Oakheart;;0;0;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 97.794,00 ; R$ 53.062,00 ;
Ilyn Payne;Ser;1;Westeros;;;;House Payne;;1;1;1;1;1;;;;;0;1;0;0;0.224080267558528; R$ 19.428,00 ; R$ 40.452,00 ;
Bayard Norcross;Ser;0;;;;;House Norcross;;0;0;0;1;1;;;;;0;1;0;0;0.020066889632107; R$ 42.489,00 ; R$ 74.276,00 ;
Hilmar Drumm;;1;Ironborn;;;;House Drumm;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 44.920,00 ; R$ 43.301,00 ;
Albar Royce;Ser;1;;;;;House Royce of the Gates of the Moon;;1;1;1;1;1;;;;;0;1;0;0;0.0334448160535117; R$ 38.054,00 ; R$ 57.939,00 ;
Larence Snow;;1;Northmen;;;;House Hornwood;;0;1;1;1;0;;;;;0;0;0;0;0.060200668896321; R$ 75.115,00 ; R$ 79.878,00 ;
Jon Connington;Lord of Griffin's Roost;1;Stormlands;;;;House Connington;;0;0;1;1;1;;;;;0;1;0;1;0.719063545150501; R$ 60.387,00 ; R$ 33.757,00 ;
Tyta Frey;;0;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.0869565217391304; R$ 65.154,00 ; R$ 77.000,00 ;
Cayn;;1;Northmen;;;;House Stark;;1;1;0;0;0;;;;;0;0;0;0;0.0301003344481605; R$ 36.323,00 ; R$ 33.394,00 ;
Steelskin;;1;Ghiscari;;;;House of Loraq;;0;0;0;0;1;;;;;0;0;0;0;0.0167224080267558; R$ 4.838,00 ; R$ 25.198,00 ;
Pollitor;Wisdom;1;;;;;Alchemists' Guild;;0;1;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 63.548,00 ; R$ 41.072,00 ;
Uthor Underleaf;Ser;1;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.0501672240802675; R$ 81.109,00 ; R$ 67.103,00 ;
Tommard Heddle;Ser;1;;;;;House Heddle;;0;0;0;0;0;;;;;0;1;0;0;0.0468227424749163; R$ 63.474,00 ; R$ 74.910,00 ;
Rhaego;;0;;;;;House Targaryen;;1;1;1;1;0;;;;;0;0;6;0;0.167224080267558; R$ 86.444,00 ; R$ 67.864,00 ;
Doran Martell;Prince of Dorne;1;Dornish;;;;House Nymeros Martell;Mellario of Norvos;1;1;1;1;1;;;;1;1;1;6;1;0.498327759197324; R$ 44.042,00 ; R$ 64.511,00 ;
Norjen;;0;Ironmen;;;;Drowned men;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 32.344,00 ; R$ 24.578,00 ;
Randyll Tarly;Horn Hill;1;;;;;House Tarly;Melessa Florent;1;1;1;1;1;;;;1;1;1;0;1;0.618729096989966; R$ 46.532,00 ; R$ 62.529,00 ;
Wate;;0;;;;;House Targaryen;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 52.483,00 ; R$ 41.587,00 ;
Damon Lannister (son of Jason);;1;;;;;House Lannister;Ella Lannister;0;0;0;0;0;;;;1;1;0;0;0;0.060200668896321; R$ 74.537,00 ; R$ 67.676,00 ;
Wylla Manderly;;0;;;;;House Manderly;;0;0;0;1;1;;;;;0;0;0;0;0.0702341137123745; R$ 69.858,00 ; R$ 59.322,00 ;
Royce Coldwater;Coldwater Burn;0;;;;;House Coldwater;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 31.647,00 ; R$ 43.506,00 ;
Myles Smallwood;Hand of the King;1;;;;;House Smallwood;;0;0;1;0;0;;;;;0;1;0;0;0.167224080267558; R$ 95.820,00 ; R$ 50.712,00 ;
Qhorin Halfhand;;1;;;;;Night's Watch;;1;1;1;1;1;;;;;0;0;0;0;0.210702341137123; R$ 60.920,00 ; R$ 57.988,00 ;
Crawn;;1;Vale mountain clans;;;;Moon Brothers;;0;1;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 56.104,00 ; R$ 50.578,00 ;
Edderion Stark;King in the North;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 89.421,00 ; R$ 38.318,00 ;
Davos Seaworth;Ser;1;Westeros;;;;House Seaworth;Marya Seaworth;0;1;1;1;1;;;;1;1;1;1;1;0.969899665551839; R$ 20.177,00 ; R$ 43.302,00 ;
Ravella Swann;Acorn Hall;0;;;;;House Swann;Theomar Smallwood;0;0;1;1;0;;;;1;1;1;0;0;0.060200668896321; R$ 24.660,00 ; R$ 63.249,00 ;
Harrion Karstark;Karhold;1;Northmen;;;;House Karstark;;1;1;1;1;1;;;;;0;1;2;0;0.0969899665551839; R$ 71.901,00 ; R$ 58.091,00 ;
Addam Frey;Ser;1;;;;;House Frey;;0;0;0;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 6.850,00 ; R$ 42.052,00 ;
Jon Cupps;Ser;1;;;;;House Cupps;Leyla Hightower;0;0;0;1;0;;;;1;1;1;0;0;0.0501672240802675; R$ 46.566,00 ; R$ 43.003,00 ;
Missandei;;0;Naathi;;;;House Targaryen;;0;0;1;1;1;;;;;0;0;0;0;0.17391304347826; R$ 3.587,00 ; R$ 32.569,00 ;
Mela;;0;;;;;House Arryn;;0;0;0;1;1;;;;;0;0;0;0;0.0100334448160535; R$ 33.526,00 ; R$ 23.662,00 ;
Karyl Vance;Ser;1;;;;;House Vance of Wayfarer's Rest;;1;1;1;1;1;;;;;0;1;0;0;0.11705685618729; R$ 21.356,00 ; R$ 62.284,00 ;
Veiled Lady;;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 55.536,00 ; R$ 77.881,00 ;
Meredyth Crane;;0;;;;;House Crane;;0;0;1;1;1;;;;;0;0;0;0;0.0301003344481605; R$ 89.578,00 ; R$ 38.743,00 ;
Norren;Archmaester;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0167224080267558; R$ 96.946,00 ; R$ 29.348,00 ;
Moredo Prestayn;Tradesman-Captain;1;Braavosi;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 32.990,00 ; R$ 62.838,00 ;
Vyman;Maester;0;;;;;;;1;1;1;1;1;;;;;0;1;0;0;0.040133779264214; R$ 70.591,00 ; R$ 57.266,00 ;
Harle the Huntsman;;1;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0167224080267558; R$ 87.167,00 ; R$ 55.955,00 ;
Ermesande Hayford;Hayford;0;;;;;House Hayford;Tyrek Lannister;0;1;1;1;1;;;;0;1;1;0;0;0.113712374581939; R$ 86.400,00 ; R$ 74.520,00 ;
Willifer;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 17.539,00 ; R$ 57.315,00 ;
Galt;;0;Vale mountain clans;;;;Stone Crows;;0;1;0;1;0;;;;;0;0;0;0;0.00334448160535117; R$ 79.816,00 ; R$ 43.110,00 ;
Edric Dayne;Lord of Starfall;1;Dornishmen;;;;House Dayne;;1;1;1;1;0;;;;;0;1;0;0;0.0836120401337792; R$ 4.001,00 ; R$ 44.333,00 ;
Ironbelly;;1;;;;;;;0;1;1;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 60.251,00 ; R$ 72.102,00 ;
Vortimer Crane;Ser;0;;;;;House Crane;;1;1;1;1;1;;;;;0;1;0;0;0.0267558528428093; R$ 35.884,00 ; R$ 54.731,00 ;
Tom of Sevenstreams;;1;;;;;Brotherhood without banners;;0;0;1;1;0;;;;;0;0;0;0;0.153846153846153; R$ 96.675,00 ; R$ 67.981,00 ;
Gilbert Farring;Ser;1;;;;;House Farring;;0;0;1;1;1;;;;;0;1;0;0;0.0468227424749163; R$ 36.509,00 ; R$ 46.781,00 ;
Perros Blackmont;;1;Dornish;;;;House Blackmont;;0;0;1;1;0;;;;;0;0;0;0;0.020066889632107; R$ 36.245,00 ; R$ 33.213,00 ;
Gowen Baratheon;;1;;;;;House Baratheon;Tya Lannister;1;0;0;0;0;;;;1;1;0;0;0;0.0167224080267558; R$ 1.626,00 ; R$ 62.289,00 ;
Betharios of Braavos;;0;;;;;House Frey;Symond Frey;0;1;1;1;0;;;;0;1;0;0;0;0.140468227424749; R$ 63.789,00 ; R$ 41.852,00 ;
Rickard Stark;Winterfell;1;Northmen;;;;House Stark;Lyarra Stark;1;1;1;0;1;;;;1;1;1;5;0;0.270903010033444; R$ 34.077,00 ; R$ 43.240,00 ;
Orys Baratheon;Storm's End;1;;;;;House Baratheon;Argella Durrandon;1;0;0;0;0;;;;1;1;1;5;1;0.48829431438127; R$ 69.826,00 ; R$ 72.381,00 ;
Ketter;;0;;;;;Night's Watch;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 50.967,00 ; R$ 42.767,00 ;
Pylos;Maester;1;;;;;;;0;1;1;1;1;;;;;0;1;0;0;0.0568561872909698; R$ 26.649,00 ; R$ 36.902,00 ;
Rainbow Knight;;0;;;;;;;1;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 80.962,00 ; R$ 75.954,00 ;
Kirth Vance;;1;;;;;House Vance of Atranta;;0;0;1;1;0;;;;;0;0;0;0;0.0267558528428093; R$ 50.632,00 ; R$ 75.213,00 ;
Bellena Hawick;;0;;;;;House Hawick;Hosteen Frey;0;1;1;1;0;;;;1;1;0;0;0;0.133779264214046; R$ 95.401,00 ; R$ 31.267,00 ;
Bennet;Septon;0;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 45.430,00 ; R$ 45.325,00 ;
Erena Glover;;0;Northmen;;;;House Glover;;0;1;1;1;0;;;;;0;0;0;0;0.0535117056856187; R$ 41.647,00 ; R$ 55.399,00 ;
Rickard Wylde;;0;;;;;House Wylde;;0;1;1;1;0;;;;;0;0;0;0;0.160535117056856; R$ 34.082,00 ; R$ 60.466,00 ;
Robert Flowers;Ser;1;;;;;Kingsguard;;0;0;0;1;0;;;;;0;1;0;0;0.060200668896321; R$ 27.999,00 ; R$ 38.387,00 ;
Young Henly;;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 60.616,00 ; R$ 34.482,00 ;
Maris;;0;Free folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.00668896321070234; R$ 39.824,00 ; R$ 38.777,00 ;
Rossart;Hand of the King;1;;;;;Alchemists' Guild;;0;1;1;1;0;;;;;0;1;0;1;0.367892976588628; R$ 92.141,00 ; R$ 23.911,00 ;
Chataya;;0;Summer Isles;;;;Chataya's brothel;;1;1;1;0;0;;;;;0;0;0;0;0.0735785953177257; R$ 59.915,00 ; R$ 36.874,00 ;
Wynafryd Manderly;;0;;;;;House Manderly;;0;0;0;1;1;;;;;0;0;0;0;0.0568561872909698; R$ 80.884,00 ; R$ 37.262,00 ;
Emmond;;1;Ironborn;;;;Drowned men;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 35.328,00 ; R$ 47.751,00 ;
Alyn Cockshaw;Lord;1;;;;;House Cockshaw;;0;0;0;0;0;;;;;0;1;0;0;0.040133779264214; R$ 69.293,00 ; R$ 25.353,00 ;
Weasel;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 60.177,00 ; R$ 73.775,00 ;
Lanna (Happy Port);;0;Braavosi;;;;Happy Port;;0;0;0;1;0;;;;;0;0;0;0;0.0267558528428093; R$ 29.796,00 ; R$ 66.433,00 ;
Ollidor;Septon;1;;;;;Faith of the Seven;;0;0;0;1;1;;;;;0;0;0;0;0.0167224080267558; R$ 91.190,00 ; R$ 36.332,00 ;
Rodrik Stark (son of Beron);;1;Northmen;;;;House Stark;Arya Flint;0;0;0;0;1;;;;1;1;0;0;0;0.100334448160535; R$ 70.357,00 ; R$ 24.399,00 ;
Rusty Flowers;;1;;;;;Night's Watch;;0;0;0;0;1;;;;;0;0;0;0;0; R$ 5.947,00 ; R$ 50.340,00 ;
Bethany Fair-Fingers;;0;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 40.533,00 ; R$ 31.735,00 ;
Grazdan mo Ullhor;Good Master;1;Astapori;;;;Good Masters;;0;0;1;0;0;;;;;0;1;0;0;0.0301003344481605; R$ 48.381,00 ; R$ 39.423,00 ;
Lotho Lornel;;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 60.107,00 ; R$ 51.442,00 ;
Tyrek Lannister;;1;;;;;House Lannister;Ermesande Hayford;1;1;1;1;1;;;;1;1;0;0;0;0.133779264214046; R$ 94.134,00 ; R$ 28.515,00 ;
Durran;;1;First Men;;;Durran the Devout;;;0;0;0;0;0;;;1;;0;0;0;0;0.0434782608695652; R$ 6.185,00 ; R$ 67.016,00 ;
Muttering Bill;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.020066889632107; R$ 24.163,00 ; R$ 71.513,00 ;
Gulian;Maester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00334448160535117; R$ 26.465,00 ; R$ 56.548,00 ;
Genna Lannister;Lady;0;;;;;;Emmon Frey;1;1;1;1;1;;;;1;1;1;0;0;0.217391304347826; R$ 33.617,00 ; R$ 36.173,00 ;
Jorah Stark;King in the North;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 15.135,00 ; R$ 49.506,00 ;
Tytos Frey;Ser;1;;;;;House Frey;Zhoe Blanetree;0;1;1;1;0;;;;1;1;1;0;0;0.0635451505016722; R$ 3.219,00 ; R$ 31.159,00 ;
Galbart Glover;Master of Deepwood Motte;1;Northmen;;;;House Glover;;1;1;1;1;1;;;;;0;1;0;0;0.120401337792642; R$ 81.189,00 ; R$ 65.993,00 ;
Heward;;0;northmen;;;;House Stark;;1;0;0;0;0;;;;;0;0;0;0;0.020066889632107; R$ 83.156,00 ; R$ 23.895,00 ;
Pate (Standfast);;1;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 60.303,00 ; R$ 36.081,00 ;
